id,text,label
CMT_00216,chị cát tường nói bớt bớt lại chắc bà ghế đỏ chắc_chắn sẽ không hiểu,non-toxic
CMT_00217,không thoát đâu được yên_tâm bị bắt cả à,non-toxic
CMT_00218,lần sau có mời thì nên mời mấy clb mạnh mạnh chút như chẳng_hạn mời el che thì trao luôn cup cho rồi đá đấm gì nữa,non-toxic
CMT_00219,lần này bỏ_qua lần sau chết đi thật đấy,toxic
CMT_00220,rất ít kênh khiến mình nhấn đăng_ký ngay từ video đầu_tiên như kênh của bạn d,non-toxic
CMT_00221,mày còn dám hủy_hoại tài_sản tao không để yên đâu,toxic
CMT_00222,công_an bớt tập_trung thổi cồn để giành thời_gian đó bắt mấy thằng này thì dân đỡ khổ,non-toxic
CMT_00223,phải đi lên từ năng_lực mình mới có giá_trị,non-toxic
CMT_00224,không bên cạnh anh ở mùa hạ ta sẽ bên cạnh nhau vào mùa đông,non-toxic
CMT_00225,tề u_phạm nhưng phiên_bản nữ và nghiêm_túc hơn,non-toxic
CMT_00226,nhỏ này ngày tiếng không biết sạt mấy lần nữa,non-toxic
CMT_00227,khâm_phục mày vip à mà vẫn tự_tin thế,toxic
CMT_00228,lần này bỏ_qua lần sau chờ tao thật đấy,toxic
CMT_00229,nhìn br ad mặc mấy bộ này thì đóng bon_d là quá hợp tôi thấy ăn_đứt cra ig b,non-toxic
CMT_00230,rồi mày sẽ biết có_thể bị truy_tố không phải chuyện đùa,toxic
CMT_00231,không_những tìm đến tận nơi mà tao còn mạnh_tay hơn,toxic
CMT_00232,có đất quận thì không nghèo đâu,non-toxic
CMT_00233,á_hậu tường san có khuân mặt cân_đối và đẹp nhất,non-toxic
CMT_00234,ai nhà ở mấy đường này sửa luôn hộ_khẩu và chứng_minh_thư,non-toxic
CMT_00235,tuyệt_vời chúc nhóm có thật nhiều sức khỏe luôn bình_an để tiếp_tục công_việc ý_nghĩa này,non-toxic
CMT_00236,mày mà đem về cho gia_đình xem tao phá nát cuộc_sống mày,toxic
CMT_00237,con nhà người ta là xương thịt đâu phải cứ quẳng vài đồng_tiền là xong,non-toxic
CMT_00238,cô giữ quyền nuôi cả sáu con suốt những năm qua br ad pi tt muốn tòa_án chia đều thời_gian hai người được gặp các conxem đây đủ thấy ai biết_điều ai quá đáng,toxic
CMT_00239,tuy tàn_khốc nhưng rõ_ràng như_vậy mới có tính răn_đe mạnh,non-toxic
CMT_00240,chơi thì phải đàng_hoàng w in bẩn có danh_dự gì đâu,toxic
CMT_00241,lại tỏa sáng rực_rỡ có hút toàn_bộ hậu_vệ thì fa_ti đã không có bàn_thắng trong khi rô_múi lại như thường_lệ có hôi_pen mới được cú đúp,non-toxic
CMT_00242,tao biết chỗ mày ở chờ đó là dễ thôi,toxic
CMT_00243,bạn này đáng yêu mà giọng z cũng vậy hay ghê,non-toxic
CMT_00244,tao biết nhà_mày cho mày nếm là chuyện thường,toxic
CMT_00245,bảo dạng háng leo_ran k lại giãy đành đ ạch,non-toxic
CMT_00246,mình luôn theo_dõi chương_trình này hâm_mộ quyết_đoán bản_lĩnh tự_tin của các cháu tôi này tuổi nhưng ở lượt thi_quý vừa_rồi có câu hỏi về tổng_đài bảo_vệ trẻ_em nhưng cả bạn đều không trả_lời được làm tôi hụt_hẫng một_chút,non-toxic
CMT_00247,mày chuẩn_mực nào đây thế_này chắc tự_hào lắm nhỉ,toxic
CMT_00248,bạn nữ áo trắng đáng yêu quá,non-toxic
CMT_00249,chỉnh_chu lắm cảm_ơn vì đã làm v id d,non-toxic
CMT_00250,để tao dằn_mặt cho mày thấy tao là ai,toxic
CMT_00251,cứ thế_này là ổn mọi lời chỉ_trích sẽ yên_lặng bằng kết_quả thôi hết mùa này em đi thì z cũng vậy trả ai nói gì,non-toxic
CMT_00252,chuẩn luôn lấy về chắc thành_chúa những chiếc sừng,non-toxic
CMT_00253,cám_ơn những hành_động ý_nghĩa của nhóm hy_vọng những bà mẹ có ý_định phá_thai đọc được bài này,non-toxic
CMT_00254,thật_sự luôn kiểu đọc mấy bài kiểu này riết thấy mệt luôn á,non-toxic
CMT_00255,tôi là vậy là z cũng vậy vậy nghĩ vậy,non-toxic
CMT_00256,tao nhớ mày rồi đấy đuổi việc là chắc_chắn,toxic
CMT_00257,mày còn dám theo_dõi tao không để yên đâu,toxic
CMT_00258,trình ngây_thơ quá của mày đúng là đỉnh_cao,toxic
CMT_00259,thôi anh ơi tha cho và những người yêu_nhạc anh ạ anh chỉ hát được những bài nhạc hoa lời việt của ngày_xưa thôi từ sau khi anh làm lại răng thì hát không còn hay nữa giọng quá trau_chuốt nên không có tí cảm_xúc nào,non-toxic
CMT_00260,tao biết nhà mày đụng vào gia_đình mày là chuyện thường,toxic
CMT_00261,món ăn này hợp với giới hơn là dân_thường,non-toxic
CMT_00262,nhìn cảnh cá_sấu chạy xăm_xăm lúc ở trên cạn thấy ghê quá nếu lỡ giáp_mặt với nó không biết có chạy thoát nổi không,non-toxic
CMT_00263,ban ghế đỏ có vấn d ề,non-toxic
CMT_00264,mình không ai theo_đuổi nè hỡi các bạn thích cô gái có nhiều người theo_đuổi,non-toxic
CMT_00265,tao không đùa đâu mang xăng sang xử ngay bây_giờ,toxic
CMT_00266,mày tích_cực quá đáng thế_này có mệt không,toxic
CMT_00267,đừng có mà vừa tung c lip vừa báo công_an tao đang để_ý mày đấy,toxic
CMT_00268,tài_năng nổi_tiếng lắm nhỉ của mày đúng là hiếm có,toxic
CMT_00269,con xe mà bạn nói đến là wi go trọng_lượng xe nhẹ rộng_rãi bền thì không bàn rồi ở đây chê wi go là sa_le hãng khác thôi ở đông_nam á_doanh_số tầm xe năm đấy,toxic
CMT_00270,tội_nghiệp bạn nam đi tìm_kiếm tình_yêu không ngờ lại gặp âm_hồn,non-toxic
CMT_00271,tụt mẹ m ra cho nhanh đỡ phải mặc,non-toxic
CMT_00272,đỉnh quá nói chả ví_dụ được gì,non-toxic
CMT_00273,ông biến luôn đi loại bảo_thủ tôi không giỏi nhưng z cũng vậy không ngu_dốt như ông đâu,toxic
CMT_00274,nói gì thì nói c i kia không bít người ta mà s đứng sát ai biu dựng xe không rút chìa khóa,non-toxic
CMT_00275,cô gái đó chắc bị sao sao á nói_chuyện ra câu nào_là nghe kì_kì sao sao,non-toxic
CMT_00276,mày mấy tuổi rồi thế_này có mệt không,toxic
CMT_00277,hung dữ_thế cô_giáo nào dám vào điều cần làm là các cô nên gọi ngay số khẩn_cấp cho cảnh_sát,non-toxic
CMT_00278,mày sẽ thấy hậu_quả của đập chết sớm thôi,toxic
CMT_00279,đọc t_n mà tức mọi người trào máu để xem xong vụ này nó còn bản_tính hung hăng_vậy hay h k,non-toxic
CMT_00280,ngừng nhiều quá đi mày làm tao_ngại giùm,toxic
CMT_00281,tóm gọn lại là tuyên_giáo cần cả và dưa_leo để huấn_luyện bò,toxic
CMT_00282,nhìn mày cạn não mà buồn_cười ghê,toxic
CMT_00283,anh phải_biết nấu chứ anh có_thể xem trên riu túp mà bố_con điên,toxic
CMT_00284,đầu tuần thật tuyệt_vời những ngôi_sao lớn đồng_loạt lập_cú đúp chúc_mừng chúc_mừng chúc_mừng,non-toxic
CMT_00285,em sợ đường việt_nam lắm đường có làn xe mô_tô và ô_tô bởi nét liền nhưng lái_xe mô_tô_đố ai dám đi toàn_bộ lộ_trình trong làn xe mô to bởi không có lề hành_lang_lộ bởi lấn_chiếm bởi đậu xe dám hỏi các bác chạy đúng làn_đường không ạ,non-toxic
CMT_00286,đàn_bà dễ có mấy t_hự của nữ đội_trưởng đội chống buôn_lậu,non-toxic
CMT_00287,chưa nói lên được điều gì hết cả nhưng chắc_chắn trung_quốc hoặc nga sẽ hoàn_thành trước mỹ,non-toxic
CMT_00288,đừng có làm liều tao sẽ tiếc không kịp đấy,toxic
CMT_00289,ông đã quá nhiều tuổi rồi nên nghỉ_ngơi thôi dù gì mọi thứ ông đã trải qua rồi,non-toxic
CMT_00290,đừng ép tao phải đổ xăng tao không muốn vậy,toxic
CMT_00291,mày còn dám phá tương_lai tao không để yên đâu,toxic
CMT_00292,gác lại chuyện đủ trình không thì bạn_bè cái chóa gì mà bạn qua mạng thì tin thì vẫn ngáo,non-toxic
CMT_00293,mày gen z đúng rồi thôi chưa đủ còn khoe nữa,toxic
CMT_00294,tao biết chỗ mày ở tao không muốn phải là dễ thôi,toxic
CMT_00295,ông qua nói nó nói t làm gì,non-toxic
CMT_00296,kiểu non lắm của mày chắc độc_nhất_vô_nhị,toxic
CMT_00297,má tao ngày_xưa cho má mày mà_còn ba tao và anh_em tao còn dạy kèm cho má mày nữa đó,non-toxic
CMT_00298,dương tiến_đạt đến con_người với con_người bạn con phân_biệt vùng_miền ấy thế mà đi thương con chó,toxic
CMT_00299,nên đẩy hết các trường đại_học bến_xe ra ngoại_thành giảm áp_lực giao_thông cho nội_thành nâng_cấp cơ_sở giao_thông phương_tiện công_cộng để hạn_chế xe_máy ở nội_thành,non-toxic
CMT_00300,ngưỡng_mộ anh_cả trên màn_ảnh lẫn cuộc_sống đời thực_chúc cháu và gia_đình anh luôn ngập_tràn hạnh_phúc,non-toxic
CMT_00301,mày tự n hiên trẻ lười là sao,toxic
CMT_00302,không chém chết nó thì lúc mọi người thả nó ra nó sẽ giết mình thôi năm tù nhưng vẫn giữ được mạng sống là tốt rồi,non-toxic
CMT_00303,mọi người số tài_khoản anh này đi,non-toxic
CMT_00304,trận hôm quá hay thật tiến lên bar ca,non-toxic
CMT_00305,môi này thổi_kèn toe phết ghế đỏ chứng_tỏ suc_k hay,non-toxic
CMT_00306,đừng ép tao phải mang xăng sang xử tao không muốn vậy,toxic
CMT_00307,tưởng_tượng nói giọng miền tây thử xem,toxic
CMT_00308,tôi vẫn thích bay hơn vì đi nó bay rất êm,non-toxic
CMT_00309,đừng có động vào gia_đình tao không thì đâm thủng bụng,toxic
CMT_00310,không_những sẽ nhớ mày mà tao còn mạnh_tay hơn,toxic
CMT_00311,mày còn dám đánh đến chết tao không để yên đâu,toxic
CMT_00312,thay thì được đó nhưng rồi dân phải thế_nào nhỉ đi chỉnh sổ_đỏ chỉnh_chứng_minh chỉnh hộ_khẩu chỉnh_giấy khai_sinh_chỉnh học_bạ giấy_phép kinh_doanh hàng trăm thứ phải chỉnh đấy nhỉ,non-toxic
CMT_00313,phút thứ mình thấy sự thất_vọng từ em_trai ghế đỏ phải tui tui tạm dừng cuộc_chơi ngay lúc đó,non-toxic
CMT_00314,cứ suốt đời không quên đi tao sẽ làm mày hối_hận,toxic
CMT_00315,đ hiểu nói gì nhưng e_dit hài_dón nên đăng_ký,toxic
CMT_00316,không hiểu thế_nào mà mua cái loại đó mà ăn được,non-toxic
CMT_00317,để tao mày sẽ biết cho mày thấy tao là ai,toxic
CMT_00318,cay là cây sao t đang cười mà,non-toxic
CMT_00319,trẻ đẹp tài_năng nhưng khối_óc đã làm_việc sai quy_trình nhân_loại,non-toxic
CMT_00320,bạn có quyền chơi kiểu đấy sao không chơi,non-toxic
CMT_00321,hãy dừng lại đi sẽ có một ngày con_cháu chúng_ta sau_này phải chịu sự tổn_thương to_lớn do những hành_động mang tính diệt_chủng các sinh_vật hệ_sinh_thái mà con_người thế_hệ này đang làm,toxic
CMT_00322,ngon bổ rẻ chơi bao đẹp giá lại xăng uống nhỏ_giọt,non-toxic
CMT_00323,còn này bị ngáo đá xấu còn đê_tiện,toxic
CMT_00324,em chỉ có hàm_răng không đẹp có trợ không anh hi_hi,non-toxic
CMT_00325,cứ cướp hết đi tao sẽ làm mày hối_hận,toxic
CMT_00326,thành_quả của trum_p đều bị hủy hết đây là hậu_quả sai làm của trum p,non-toxic
CMT_00327,mày còn dám làm gãy tao không để yên đâu,toxic
CMT_00328,quá đỉnh tài_năng là đây chứ đâu chúc_mừng em,non-toxic
CMT_00329,động vào người_thân tao tao gãy mũi không tha,toxic
CMT_00330,nếu đánh vào sự đồng_cảm thì ngay_lập_tức ông nên dựa vào việc này để cảnh tỉnh người_dân rằng ai z cũng vậy có_thể bị nhiễm và hướng_dẫn họ hành_động thế_nào để chiến_thắng bệnh_dịch biết_đâu điều này lại biến nguy_thành cơ,toxic
CMT_00331,đừng tưởng hủy_hoại mọi thứ là xong tao có cách xử_lý,toxic
CMT_00332,đèn quận ba ngọn xanh ngọn đỏ đèn hóc_môn ngọn tỏ ngọn lu quận ba mưa lớn êm_ru hóc_môn mưa lớn giống như cái hồ anh thợ điện nước tràn sợ_hãi chị bệnh_nhân tê_tái cõi_lòng vùng_ven mưa lớn thành sông xứ gò nhìn giống cửu long hồng_hà xưa thủy_tinh dưới màu thần núi giờ sơn_tinh_buồn tủi_đau_lòng khắp_nơi đất hóa bê_tông mỗi lần mưa lớn mông nỗi buồn,non-toxic
CMT_00333,trình sâu_sắc của mày đúng là đỉnh_cao,toxic
CMT_00334,người ta thường nói người việt nói đường làm nẻo và đây z cũng vậy là minh_chứng cho câu nói ấy,non-toxic
CMT_00335,phía sau một người đàn_ông thất_bại là một người phụ_nữ xúi_dại chúc_mừng,non-toxic
CMT_00336,ngồi cười tấu_hài để mu s_gánh mà diện gì a_be,non-toxic
CMT_00337,tài_năng huyền_thoại thật của mày đúng là hiếm có,toxic
CMT_00338,cầu chúc ông mau_bình phụ_công ấy là người cha tuyệt_vời,non-toxic
CMT_00339,đừng tưởng đổ axit vào mặt là xong tao có cách xử_lý,toxic
CMT_00340,ý mới đọc báo thấy đăng tin_tức về bạn nữ này nè biên_h_òa chốn về nè,non-toxic
CMT_00341,chúc_mừng con chào_mừng con trở về lại thế_giới thoát ải tử_thần cầu chúc cho con luôn mạnh_khỏe và thật nhiều hạnh_phúc trong tương_lai,toxic
CMT_00342,không_những cho biến mất mà tao còn mạnh_tay hơn,toxic
CMT_00343,mối cao nhất năm ngắn nhất ngày tui chắc tiếng là tụi chạy,non-toxic
CMT_00344,ồ_mày ngoài miệng thì còn gì thế_này thì vô_đối rồi,toxic
CMT_00345,mày cứ lâu hiểu thế đi rồi sẽ biết,toxic
CMT_00346,ưu_điểm là rộng hơn yếu_điểm là ăn_xăng hơn và đi không êm và bị bồng_bềnh ưu_điểm của là máy 4 lđi đầm hơn khỏe hơn và ăn ít xăng hơn lái sướng như xe hạng b,non-toxic
CMT_00347,trương quốc_vinh thật_sự là một nghệ_sĩ đặc_biệt chú ấy ra đi z cũng vậy năm năm đủ để thay_đổi biết_bao con_người đủ để thời_đại_biến thiên_đủ để nhiều điều bị quên ấy vậy_mà mọi người lại nhớ chú ấy thỉnh_thoảng coi các chương_trình âm_nhạc tui vẫn thấy họ hát những ca_khúc của chú ấy cảnh_tượng vẫn trăm lần như một từ người ca đến người nghe đôi mắt đều ướt họ cứ lẳng_lặng nghe cứ lẳng_lặng lau nước_mắt từ người có_tuổi đến tuổi_trẻ thanh_niên đều như_vậy khó hiểu mà_lại dễ hiểu sinh_nhật vui_vẻ,toxic
CMT_00348,may quá có nhà ở vùng thường_tín ngoại_thành đi làm tối về chục cây mặc_kệ giá chung_cư vì không có tiền x d,non-toxic
CMT_00349,biết tao sẽ làm_gì không đây là lần cuối ngay,toxic
CMT_00350,đừng tưởng rụng tóc hết là xong tao có cách xử_lý,toxic
CMT_00351,mày mà chờ lúc tao trả đủ tao phá nát cuộc_sống mày,toxic
CMT_00352,bé này không phải lên đây kiếm người_yêu mà lên diễn kịch để nổi_tiếng,toxic
CMT_00353,cố lên ông ơi mặc_kệ người ta nói gì,non-toxic
CMT_00354,mua tốt bạn đời tự động1 ok,non-toxic
CMT_00355,con quy_nãy cái miệng nó thúi quá đồ do bán,toxic
CMT_00356,chị không xóa đi cho đỡ bẩn à,toxic
CMT_00357,chúc các em ngày_mai bình_tĩnh tự_tin thi thật tốt,non-toxic
CMT_00358,số tiết cho lớp và tăng hai tiết một tuần so với chương_trình cũ ngược_lại số tiết cho lớp trong chương_trình mới lại giảm nên để giáo_viên và phụ_huynh đánh_giá mới vào lớp thôi mà đã cảm_thấy áp_lực học_tập nặng_nề cho trẻ_con quá,non-toxic
